report_month,serial_no,project_code,state,approval_date,start_date,target_doc,revised_doc,physical_progress
2025-07,187,612856,Andhra Pradesh,2021-03,2024-05,2025-12,2019-08,39.0
2025-07,9,612876,Arunachal Pradesh,2018-03,2025-03,2022-07,2024-07,10.0
2025-07,312,612877,Madhya Pradesh,2021-08,2024-03,2025-09,2020-03,94.0
2025-07,12,612883,Arunachal Pradesh,2023-12,2026-02,2022-07,2031-07,13.0
2025-07,8,612885,Arunachal Pradesh,2018-03,2025-03,2022-07,2024-07,9.0
2025-07,301,612894,Arunachal Pradesh,2023-12,2027-06,2013-03,2026-08,1.0
2025-07,6,612898,Arunachal Pradesh,2018-03,2025-03,2022-07,2024-07,7.0
2025-07,298,612916,Arunachal Pradesh,2019-11,2025-05,2026-06,2017-12,1.0
2025-07,416,612998,Rajasthan,2022-12,2030-06,2030-06,2023-08,93.0
2025-07,669,613002,Tamil Nadu,2023-01,2028-06,2028-06,2023-06,0.0
2025-07,481,613003,Chhattisgarh,2011-01,2022-03,2026-12,2015-12,6.0
2025-07,292,613008,Arunachal Pradesh,2024-03,2028-03,2015-04,2020-04,24.0
2025-07,10,613013,Arunachal Pradesh,2018-03,2025-03,2022-07,2024-07,11.0
2025-07,553,613015,Madhya Pradesh,2017-01,2022-03,2025-12,2017-08,12.0
2025-07,493,613785,Chhattisgarh,2022-07,2026-08,2025-04,2031-03,0.0
2025-07,521,613786,Gujarat,2023-02,2026-03,2026-03,2022-05,15.0
2025-07,791,613787,Uttar Pradesh,2018-04,2021-06,2025-06,2018-04,66.0
2025-07,41,613788,Arunachal Pradesh,2021-06,2024-12,2025-10,2022-04,42.0
2025-07,143,613793,West Bengal,2021-08,2026-03,2020-06,2026-03,12.0
2025-07,144,613794,West Bengal,2020-06,2026-03,2015-06,2026-03,16.0
2025-07,36,613795,Uttar Pradesh,2024-07,2027-07,2027-07,2024-07,1.0
2025-07,37,613798,Uttar Pradesh,2024-07,2026-07,2023-10,2027-01,1.0
2025-07,38,613799,Chhattisgarh,2023-10,2027-01,2027-01,2023-12,3.0
2025-07,39,613800,Chhattisgarh,2023-12,2025-02,2026-08,2022-07,1.5
2025-07,40,613801,Chhattisgarh,2023-12,2025-02,2026-08,2022-07,41.0
2025-07,76,613802,Madhya Pradesh,2011-08,2019-03,2026-05,2016-04,1.5
2025-07,77,613803,Madhya Pradesh,2016-04,2018-04,2026-03,2023-01,0.84
2025-07,78,613804,Madhya Pradesh,2023-01,2030-03,2011-02,2014-04,79.0
2025-07,65,613808,Jharkhand,2019-12,2028-09,2020-08,2028-03,66.0
2025-07,111,615183,Madhya Pradesh,2024-06,2030-03,2022-09,2028-03,40.0
2025-07,88,615184,Madhya Pradesh,2024-01,2026-03,2021-12,2027-03,89.0
2025-07,79,615185,Madhya Pradesh,2011-02,2014-04,2026-12,2020-11,80.0
2025-07,89,615186,Madhya Pradesh,2021-12,2027-03,2022-09,2027-03,3.0
2025-07,80,615187,Madhya Pradesh,2020-11,2028-03,2020-05,2028-03,81.0
2025-07,90,615188,Madhya Pradesh,2022-09,2027-03,2022-11,2029-03,4.9
2025-07,91,615189,Madhya Pradesh,2022-11,2029-03,2023-01,2031-03,2.0
2025-07,92,615190,Madhya Pradesh,2023-01,2031-03,2023-09,2028-03,93.0
2025-07,41,615191,Chhattisgarh,2022-07,2031-07,2022-11,2030-11,42.0
2025-07,93,615192,Madhya Pradesh,2023-09,2028-03,2019-08,2026-03,0.8
2025-07,119,615193,Madhya Pradesh,2009-08,2019-08,2028-12,2020-08,62.0
2025-07,81,615194,Madhya Pradesh,2028-03,2019-11,2025-03,2027-03,82.0
2025-07,82,615195,Madhya Pradesh,2023-12,2037-03,2020-02,2029-03,83.0
2025-07,94,615199,Madhya Pradesh,2019-08,2026-03,2022-05,2028-03,95.0
2025-07,701,615202,Chhattisgarh,2018-08,2025-12,2027-03,2005-11,65.44
2025-07,83,615206,Madhya Pradesh,2020-02,2029-03,2024-03,2029-03,84.0
2025-07,149,615327,West Bengal,2023-03,2029-03,2029-03,2020-04,3.0
2025-07,95,615330,Maharashtra,2022-05,2028-03,2015-08,2025-03,3.0
2025-07,96,615331,Maharashtra,2022-05,2028-03,2015-08,2025-03,1.5
2025-07,240,615332,Rajasthan,2023-03,2024-09,2025-10,2023-11,19.0
2025-07,228,615333,Madhya Pradesh,2022-02,2023-09,2025-11,2024-11,5.5
2025-07,229,615334,Madhya Pradesh,2024-11,2029-05,2024-11,2026-11,4.0
2025-07,241,615335,Rajasthan,2023-11,2025-06,2025-09,2023-10,20.0
2025-07,242,615337,Rajasthan,2023-09,2025-04,2025-12,2023-08,5.5
2025-07,243,615338,Rajasthan,2023-08,2025-02,2025-09,2023-12,5.0
2025-07,224,615339,Uttar Pradesh,2022-05,2023-11,2025-11,2022-12,6.0
2025-07,225,615340,Uttar Pradesh,2022-12,2025-03,2026-04,2024-02,8.0
2025-07,196,615342,Chhattisgarh,2023-02,2023-11,2025-09,2023-03,3.0
2025-07,197,615343,Gujarat,2023-03,2025-03,2025-10,2023-03,7.0
2025-07,208,615344,Madhya Pradesh,2022-02,2025-04,2025-08,2024-07,5.5
2025-07,198,615345,Gujarat,2023-12,2025-12,2026-06,2023-07,2.0
2025-07,209,615346,Madhya Pradesh,2024-07,2026-07,2023-12,2025-12,26.0
2025-07,223,615347,Uttar Pradesh,2022-07,2023-06,2025-12,2022-05,6.0
2025-07,66,615349,Jharkhand,2020-08,2028-03,2021-07,2029-03,67.0
2025-07,125,615818,Telangana,2023-01,2031-03,2020-08,2029-03,20.0
2025-07,4,615820,Manipur,2018-03,2025-03,2022-07,2024-07,5.0
2025-07,5,615821,Arunachal Pradesh,2018-03,2025-03,2022-07,2024-07,6.0
2025-07,67,615822,Jharkhand,2020-08,2028-03,2021-07,2029-03,68.0
2025-07,68,615843,Jharkhand,2020-08,2028-03,2021-07,2029-03,6.0
2025-07,120,615857,Madhya Pradesh,2020-08,2024-03,2027-03,2021-06,40.0
2025-07,126,615858,Telangana,2020-08,2029-03,2022-04,2030-03,75.0
2025-07,127,615859,Telangana,2020-08,2029-03,2022-04,2030-03,5.0
2025-07,128,615860,Telangana,2020-08,2029-03,2022-04,2030-03,71.0
2025-07,129,615861,Telangana,2022-04,2030-03,2018-05,2027-03,80.0
2025-07,130,615862,Telangana,2018-05,2027-03,2018-11,2029-03,20.0
2025-07,131,615863,Telangana,2018-11,2029-03,2014-05,2027-03,75.0
2025-07,132,615864,Telangana,2014-05,2027-03,2020-03,2026-03,2.0
2025-07,133,615865,Telangana,2023-04,2033-03,2024-03,2033-03,63.0
2025-07,97,615914,Maharashtra,2022-05,2028-03,2015-08,2025-03,9.0
2025-07,98,615916,Maharashtra,2015-08,2025-03,2026-03,2020-02,7.0
2025-07,99,615917,Maharashtra,2020-02,2027-03,2021-10,2028-03,100.0
2025-07,100,615918,Maharashtra,2021-10,2028-03,2022-01,2028-03,6.125
2025-07,101,615919,Maharashtra,2022-01,2028-03,2020-08,2026-03,0.0
2025-07,102,615982,Maharashtra,2020-08,2026-03,2022-09,2027-03,79.0
2025-07,103,616044,Maharashtra,2022-09,2027-03,2022-06,2026-03,87.0
2025-07,104,616050,Maharashtra,2022-06,2026-03,2022-05,2029-03,98.0
2025-07,105,616223,Maharashtra,2022-05,2029-03,2021-04,2026-03,86.0
2025-07,69,616225,Jharkhand,2020-08,2028-03,2021-07,2029-03,1.5
2025-07,121,616226,Madhya Pradesh,2024-03,2027-03,2021-06,2025-03,50.0
2025-07,617,616227,Himachal Pradesh,2014-01,2025-12,2025-12,2023-03,3.0
2025-07,106,616229,Maharashtra,2021-04,2026-03,2023-09,2027-03,1.02
2025-07,145,616230,West Bengal,2015-06,2026-03,2017-09,2025-03,50.0
2025-07,122,616231,Madhya Pradesh,2021-06,2025-03,2027-03,2021-05,15.0
2025-07,123,616232,Odisha,2021-05,2029-03,2029-03,2021-02,23.0
2025-07,124,616233,Odisha,2021-02,2029-03,2028-03,2023-01,8.0
2025-07,42,616234,Chhattisgarh,2022-11,2030-11,2020-12,2029-03,75.0
2025-07,322,616235,Andhra Pradesh,2022-01,2025-01,2025-09,2024-03,50.0
2025-07,70,616236,Jharkhand,2021-07,2029-03,2021-01,2028-03,71.0
2025-07,71,616253,Jharkhand,2021-01,2028-03,2020-11,2027-03,4.0
2025-07,394,616254,Andhra Pradesh,2021-04,2025-04,2025-10,2022-05,7.0
2025-07,639,616586,Madhya Pradesh,2018-03,2022-03,2026-03,2017-03,82.06
2025-07,640,616587,Madhya Pradesh,2017-03,2026-03,2026-03,2016-10,0.0
2025-07,616,616588,Himachal Pradesh,2012-06,2027-02,2027-02,2014-01,3.0
2025-07,744,616594,Uttar Pradesh,2023-05,2024-08,2025-08,2023-06,69.0
2025-07,739,616600,Bihar,2022-07,2024-06,2026-03,2020-11,100.0
2025-07,746,616604,Uttar Pradesh,2024-02,2025-08,2022-03,2025-02,8.0
2025-07,745,616605,Uttar Pradesh,2023-06,2025-06,2026-03,2024-02,27.0
2025-07,740,616611,Bihar,2022-07,2024-06,2026-03,2020-11,50.0
2025-07,741,616612,Bihar,2020-11,2024-03,2026-03,2011-10,53.0
2025-07,742,616615,Bihar,2011-10,2023-08,2027-03,2023-03,97.0
2025-07,743,616616,Bihar,2023-03,2024-03,2025-03,2023-05,95.0
2025-07,232,616670,Madhya Pradesh,2022-03,2024-12,2025-09,2024-02,8.1
2025-07,245,616671,Tamil Nadu,2024-08,2026-08,2024-08,2026-08,4.0
2025-07,205,616672,Karnataka,2024-10,2026-10,2025-02,2027-02,4.0
2025-07,641,616694,Maharashtra,2016-10,2025-01,2025-11,2017-03,18.51
2025-07,642,616695,Odisha,2016-10,2025-01,2025-11,2017-03,0.0
2025-07,659,616696,Rajasthan,2022-10,2028-03,2028-03,2022-03,0.0
2025-07,454,616697,Andhra Pradesh,2023-04,2028-07,2029-12,2023-12,16.0
2025-07,592,616699,Andhra Pradesh,2025-03,2029-03,2023-08,2029-03,10.0
2025-07,45,616701,Arunachal Pradesh,2023-04,2024-12,2025-10,2020-04,82.5
2025-07,580,616702,Andhra Pradesh,2019-04,2027-12,2027-12,2016-12,0.0
2025-07,660,616840,Rajasthan,2022-03,2026-09,2026-09,2026-01,0.0
2025-07,661,616841,Rajasthan,2026-01,2027-08,2027-08,2025-05,3.0
2025-07,610,616842,Chhattisgarh,2016-09,2024-10,2025-12,2017-09,36.0
2025-07,662,616843,Rajasthan,2025-05,2027-09,2027-09,2023-02,5.0
2025-07,672,616856,Tamil Nadu,2024-03,2028-03,2024-02,2028-03,0.0
2025-07,582,616857,Andhra Pradesh,2023-04,2027-03,2027-03,2018-10,1.0
2025-07,30,616858,Arunachal Pradesh,2017-10,2022-10,2026-03,2019-01,5.5
2025-07,378,616879,Jharkhand,2022-11,2026-08,2026-08,2019-06,10.0
2025-07,297,616886,Arunachal Pradesh,2019-11,2025-05,2026-06,2017-12,15.0
2025-07,386,616933,Madhya Pradesh,2023-02,2026-02,2026-02,2023-10,4.0
2025-07,410,616950,Maharashtra,2011-07,2024-06,2025-12,2023-07,17.0
2025-07,206,617068,Karnataka,2025-02,2027-02,2025-03,2027-03,0.0
2025-07,199,617069,Gujarat,2023-07,2025-07,2025-10,2024-05,0.0
2025-07,203,617179,Karnataka,2024-11,2026-11,2024-10,2026-10,0.0
2025-07,244,617181,Rajasthan,2023-12,2025-12,2026-03,2024-08,2.0
2025-07,200,617182,Gujarat,2023-07,2025-07,2025-10,2024-05,0.0
2025-07,188,617183,Andhra Pradesh,2024-03,2030-02,2006-11,2013-03,0.0
2025-07,207,617184,Karnataka,2025-03,2027-03,2024-06,2026-12,1.0
2025-07,212,617185,Andhra Pradesh,2025-02,2027-06,2025-03,2027-09,0.0
2025-07,230,617186,Madhya Pradesh,2024-11,2026-11,2024-11,2026-11,1.0
2025-07,160,617188,Arunachal Pradesh,2024-02,2025-03,2025-09,2016-08,0.0
2025-07,482,617200,Chhattisgarh,2022-03,2026-12,2015-12,2025-03,95.0
2025-07,554,617201,Madhya Pradesh,2017-08,2026-03,2026-03,2017-03,64.71
2025-07,276,617206,Madhya Pradesh,2019-01,2026-06,2026-06,2022-11,0.0
2025-07,260,617207,Uttar Pradesh,2021-11,2023-05,2015-06,2024-03,3.0
2025-07,455,617210,Andhra Pradesh,2023-12,2033-07,2033-07,2019-09,83.17
2025-07,583,617211,Andhra Pradesh,2018-10,2026-06,2026-06,2010-07,57.0
2025-07,577,617212,Andhra Pradesh,2020-04,2025-12,2025-12,2008-04,7.68
2025-07,584,617214,Andhra Pradesh,2010-07,2015-09,2028-02,2016-04,3.0
2025-07,555,617215,Madhya Pradesh,2017-03,2026-12,2027-12,2017-09,0.0
2025-07,456,617216,Andhra Pradesh,2019-09,2021-03,2016-12,2027-05,0.0
2025-07,314,617221,Madhya Pradesh,2023-11,2026-12,2022-05,2025-09,0.0
2025-07,596,617224,Andhra Pradesh,2016-04,2025-01,2025-12,2012-03,20.0
2025-07,270,617225,Madhya Pradesh,2019-07,2025-03,2026-03,2019-04,1.0
2025-07,271,617226,Madhya Pradesh,2019-04,2024-03,2026-06,2019-03,3.0
2025-07,465,617231,Andhra Pradesh,2024-03,2026-06,2025-04,2029-03,0.0
2025-07,107,617233,Maharashtra,2023-09,2027-03,2022-12,2029-03,2.5
2025-07,618,617240,Himachal Pradesh,2023-03,2025-12,2025-06,2022-07,0.0
2025-07,717,617242,West Bengal,2025-02,2026-10,2023-10,2025-07,3.0
2025-07,702,617243,Chhattisgarh,2005-11,2027-02,2027-02,2008-02,8.0
2025-07,718,617246,West Bengal,2023-10,2025-07,2025-11,2024-04,3.0
2025-07,719,617248,West Bengal,2024-04,2026-06,2023-12,2026-11,1.0
2025-07,709,617249,Chhattisgarh,2010-03,2026-12,2025-12,2022-07,6.0
2025-07,710,617250,Chhattisgarh,2022-07,2028-12,2028-03,2024-08,3.0
2025-07,720,617251,West Bengal,2024-04,2026-06,2023-12,2026-11,1.0
2025-07,676,617252,Uttar Pradesh,2020-04,2019-02,2027-02,2019-04,23.0
2025-07,711,617253,Chhattisgarh,2028-03,2024-08,2026-07,2023-12,1.0
2025-07,712,617254,Chhattisgarh,2024-01,2025-10,2020-09,2023-06,22.0
2025-07,703,617255,Chhattisgarh,2008-02,2019-03,2026-02,2011-10,8.0
2025-07,704,617256,Chhattisgarh,2010-12,2027-03,2025-03,2025-07,1.0
2025-07,713,617257,Chhattisgarh,2020-09,2023-06,2025-12,2021-10,37.0
2025-07,246,617269,Uttar Pradesh,2024-08,2026-08,2024-08,2026-02,61.0
2025-07,217,617270,Arunachal Pradesh,2025-06,2027-12,2023-11,2025-07,0.0
2025-07,216,617271,Arunachal Pradesh,2024-08,2026-08,2025-06,2027-12,44.0
2025-07,201,617272,Gujarat,2024-05,2026-05,2026-02,2024-10,1.0
2025-07,108,617278,Maharashtra,2022-12,2029-03,2023-10,2030-03,0.0
2025-07,210,617279,Madhya Pradesh,2023-12,2025-12,2025-01,2027-06,4.0
2025-07,282,617280,Uttar Pradesh,2020-07,2023-07,2016-06,2023-03,78.34
2025-07,247,617282,Uttar Pradesh,2024-08,2026-02,2024-11,2026-11,1.0
2025-07,677,617284,Uttar Pradesh,2019-04,2026-11,2026-11,2023-04,3.0
2025-07,43,617287,Chhattisgarh,2020-12,2029-03,2013-12,2022-03,7.0
2025-07,44,617288,Chhattisgarh,2013-12,2022-03,2025-09,2013-08,45.0
2025-07,146,617299,West Bengal,2021-08,2026-03,2026-03,2018-08,41.0
2025-07,427,617302,Uttar Pradesh,2022-03,2033-09,2033-09,2021-09,53.0
2025-07,354,617303,Assam,2018-02,2021-09,2025-07,2018-01,40.0
2025-07,355,617304,Assam,2018-01,2020-02,2025-12,2021-05,9.0
2025-07,696,617322,Uttar Pradesh,2017-03,2024-12,2025-10,2017-04,0.0
2025-07,23,701091,Andhra Pradesh,2023-05,2025-06,2022-10,2025-09,24.0
2025-07,7,701101,Andhra Pradesh,2024-01,2026-01,2026-03,2020-09,8.0
2025-07,8,701105,Andhra Pradesh,2024-01,2026-01,2026-03,2020-09,9.0
2025-07,2,701107,Arunachal Pradesh,2020-09,2022-03,2025-03,2021-10,3.0
2025-07,24,701113,Uttar Pradesh,2023-04,2024-11,2025-10,2022-11,25.0
2025-07,3,701121,Arunachal Pradesh,2020-09,2022-03,2025-03,2021-10,4.0
2025-07,25,701122,Uttar Pradesh,2022-11,2026-03,2026-10,2023-12,26.0
2025-07,9,701126,Andhra Pradesh,2024-01,2026-01,2026-03,2020-09,10.0
2025-07,18,701127,Andhra Pradesh,2023-07,2026-06,2026-06,2024-01,19.0
2025-07,19,701128,Andhra Pradesh,2024-01,2026-01,2026-03,2024-02,10.0
2025-07,433,701167,Uttar Pradesh,2022-12,2030-06,2030-06,2024-02,65.0
2025-07,434,701171,Uttar Pradesh,2022-12,2030-06,2030-06,2024-02,3.0
2025-07,432,701173,Uttar Pradesh,2022-04,2027-06,2026-12,2022-12,28.0
2025-07,402,701228,Andhra Pradesh,2019-09,2025-03,2025-08,2020-04,94.0
2025-07,21,701263,Arunachal Pradesh,2003-09,2010-09,2026-05,2019-03,22.0
2025-07,326,701269,Andhra Pradesh,2024-10,2026-01,2020-06,2022-09,99.0
2025-07,372,701289,Gujarat,2025-12,2022-01,2025-08,2026-09,4.0
2025-07,356,701324,Assam,2021-05,2023-10,2026-05,2020-12,87.0
2025-07,363,701329,Gujarat,2023-04,2024-12,2025-10,2019-03,83.0
2025-07,400,701330,Andhra Pradesh,2025-01,2024-09,2027-09,2027-09,90.0
2025-07,403,701338,Madhya Pradesh,2020-04,2024-03,2026-03,2021-06,0.0
2025-07,395,701341,Andhra Pradesh,2022-05,2023-12,2025-12,2024-12,98.0
2025-07,328,701343,Andhra Pradesh,2024-04,2027-09,2019-04,2023-03,94.0
2025-07,404,701344,Madhya Pradesh,2021-06,2024-12,2025-10,2022-06,87.0
2025-07,38,701346,Arunachal Pradesh,2018-01,2020-02,2025-12,2021-05,39.0
2025-07,22,701349,Arunachal Pradesh,2019-03,2024-03,2027-12,2021-03,23.0
2025-07,31,701350,Tripura,2019-01,2024-07,2025-09,2023-03,32.0
2025-07,399,701354,Andhra Pradesh,2023-05,2026-05,2026-05,2022-11,95.0
2025-07,50,701370,Arunachal Pradesh,2018-09,2020-09,2024-06,2012-03,51.0
2025-07,752,701371,Andhra Pradesh,2019-07,2025-12,2018-03,2025-04,87.0
2025-07,756,701372,Andhra Pradesh,2024-11,2024-12,2027-05,2021-12,93.0
2025-07,757,701376,Andhra Pradesh,2024-11,2024-12,2027-05,2021-12,65.0
2025-07,758,701377,Andhra Pradesh,2006-01,2019-12,2025-03,2005-04,99.0
2025-07,767,701383,Madhya Pradesh,2012-01,2019-12,2025-04,2014-04,89.0
2025-07,768,701384,Madhya Pradesh,2014-04,2019-12,2025-03,2015-04,99.0
2025-07,769,701386,Madhya Pradesh,2014-04,2019-12,2025-03,2015-04,72.0
2025-07,770,701388,Madhya Pradesh,2014-04,2019-12,2025-03,2015-04,98.0
2025-07,771,701390,Madhya Pradesh,2015-04,2019-12,2026-03,2009-01,100.0
2025-07,772,701391,Madhya Pradesh,2009-01,2019-12,2025-07,2007-04,97.0
2025-07,773,701392,Madhya Pradesh,2007-04,2019-12,2025-07,2017-04,90.0
2025-07,789,701395,Uttar Pradesh,1998-01,2019-12,2025-06,2004-01,0.0
2025-07,774,701396,Maharashtra,2017-04,2019-12,2026-06,2018-04,64.0
2025-07,775,701398,Maharashtra,2018-04,2022-06,2025-06,2019-02,72.59
2025-07,754,701399,Andhra Pradesh,2018-03,2025-06,2025-12,2023-04,81.8
2025-07,51,701400,Arunachal Pradesh,2012-03,2025-03,2025-12,2025-01,1.0
2025-07,779,701404,Maharashtra,1996-04,2019-12,2026-03,2006-01,79.0
2025-07,785,701405,Maharashtra,2009-04,2019-12,2023-12,2008-04,87.0
2025-07,786,701406,Maharashtra,2009-04,2019-12,2023-12,2008-04,100.0
2025-07,790,701408,Uttar Pradesh,2004-01,2019-12,2024-12,2018-04,82.0
2025-07,780,701410,Maharashtra,2006-01,2019-12,2025-01,2008-04,80.0
2025-07,781,701411,Maharashtra,2008-04,2019-12,2026-06,2007-04,80.0
2025-07,777,701412,Maharashtra,2018-04,2020-06,2025-06,2018-04,32.0
2025-07,749,701415,Andhra Pradesh,2019-07,2025-12,2019-07,2025-12,83.0
2025-07,437,701565,Uttar Pradesh,2022-11,2025-11,2025-11,2022-06,2.0
2025-07,440,701574,Uttar Pradesh,2030-03,2030-03,2019-02,2023-02,3.0
2025-07,441,701576,Uttar Pradesh,2019-02,2023-02,2026-12,2019-01,83.0
2025-07,442,701577,Uttar Pradesh,2018-12,2022-09,2025-12,2022-01,5.0
2025-07,438,701586,Uttar Pradesh,2022-06,2030-06,2030-06,2022-03,0.0
2025-07,733,701593,Arunachal Pradesh,2022-05,2023-11,2025-11,2021-10,92.0
2025-07,49,701597,Arunachal Pradesh,2025-05,2029-12,2016-09,2026-03,50.0
2025-07,48,701598,Arunachal Pradesh,2025-12,2025-05,2029-12,2016-09,2.0
2025-07,726,701599,Andhra Pradesh,2024-10,2026-06,2024-12,2026-07,5.0
2025-07,729,701600,Arunachal Pradesh,2023-02,2026-09,2017-12,2019-10,97.0
2025-07,727,701602,Arunachal Pradesh,2024-02,2028-02,2023-02,2026-09,2.0
2025-07,722,701657,Andhra Pradesh,2024-06,2026-08,2022-02,2025-05,2.0
2025-07,721,701658,Andhra Pradesh,2024-04,2026-06,2023-12,2026-11,1.0
2025-07,254,701719,Uttar Pradesh,2024-12,2026-06,2022-05,2025-05,50.0
2025-07,272,701745,Madhya Pradesh,2019-03,2024-03,2025-12,2018-03,6.0
2025-07,258,701766,Uttar Pradesh,2021-11,2023-05,2015-06,2024-03,10.0
2025-07,273,701991,Madhya Pradesh,2018-03,2018-03,2025-08,2016-02,3.0
2025-07,280,702355,Uttar Pradesh,2023-10,2027-01,2024-09,2029-03,0.0
2025-07,250,702522,Uttar Pradesh,2024-11,2026-11,2025-03,2026-12,0.0
2025-07,252,702524,Uttar Pradesh,2025-03,2026-12,2025-01,2026-12,0.0
2025-07,255,702540,Uttar Pradesh,2024-12,2026-06,2022-05,2025-05,0.0
2025-07,251,702544,Uttar Pradesh,2025-03,2026-12,2025-01,2026-12,0.0
2025-07,256,702555,Uttar Pradesh,2022-05,2025-05,2025-08,2020-11,0.0
2025-07,257,702612,Uttar Pradesh,2020-11,2029-08,2021-11,2023-05,0.0
2025-07,268,702625,Madhya Pradesh,2019-02,2024-02,2027-06,2024-03,43.0
2025-07,269,702626,Madhya Pradesh,2024-02,2027-06,2024-03,2029-03,1.0
2025-07,259,702627,Uttar Pradesh,2021-11,2023-05,2015-06,2024-03,2.0
2025-07,278,702628,Madhya Pradesh,2018-11,2022-11,2028-06,2018-11,73.0
2025-07,279,702629,Madhya Pradesh,2018-11,2022-11,2028-12,2023-10,21.0
2025-07,262,702630,Uttar Pradesh,2015-06,2024-03,2015-06,2024-03,68.0
2025-07,263,702631,Uttar Pradesh,2015-06,2024-03,2018-05,2022-12,87.0
2025-07,261,702632,Uttar Pradesh,2015-06,2024-03,2015-06,2024-03,68.0
2025-07,277,702633,Madhya Pradesh,2019-01,2026-06,2026-06,2022-11,86.0
2025-07,265,702635,Uttar Pradesh,2016-06,2022-07,2015-06,2024-03,2.0
2025-07,274,702637,Madhya Pradesh,2016-02,2021-03,2026-09,2019-01,91.9
2025-07,264,702639,Uttar Pradesh,2018-05,2022-12,2025-12,2016-06,99.34
2025-07,275,702658,Madhya Pradesh,2019-01,2026-06,2026-06,2022-11,24.0
2025-07,267,702664,Madhya Pradesh,2019-08,2023-11,2019-02,2024-02,10.0
2025-07,266,702665,Uttar Pradesh,2015-06,2024-03,2019-08,2023-11,2.0
2025-07,248,702668,Uttar Pradesh,2024-08,2026-02,2024-11,2026-11,1.0
2025-07,531,703585,Jharkhand,2023-04,2025-06,2023-02,2027-03,59.0
2025-07,621,703586,Himachal Pradesh,2018-02,2026-12,2026-12,2022-12,97.0
2025-07,730,704495,Arunachal Pradesh,2018-04,2020-02,2025-10,2020-09,3.0
2025-07,605,705237,Chhattisgarh,2024-03,2027-12,2015-11,2025-02,12.0
2025-07,670,705244,Tamil Nadu,2023-01,2028-06,2028-06,2023-06,0.0
2025-07,494,705298,Chhattisgarh,2025-04,2031-03,2009-12,2025-09,0.0
2025-07,556,705300,Madhya Pradesh,2017-03,2026-12,2027-12,2017-09,0.0
2025-07,557,705356,Madhya Pradesh,2017-09,2024-09,2026-03,2020-10,92.0
2025-07,558,705357,Madhya Pradesh,2020-10,2030-09,2030-09,2021-10,50.0
2025-07,643,705358,Odisha,2017-03,2025-12,2026-06,2019-01,89.0
2025-07,644,705359,Odisha,2019-01,2026-03,2027-03,2010-05,47.0
2025-07,654,705362,Odisha,2025-10,2028-07,2025-04,2028-11,75.0
2025-07,466,705363,Andhra Pradesh,2025-04,2029-03,2024-10,2027-03,42.0
2025-07,467,705364,Andhra Pradesh,2024-10,2027-03,2013-09,2028-03,55.0
2025-07,468,705366,Andhra Pradesh,2013-09,2028-03,2028-03,2017-11,74.0
2025-07,469,705368,Andhra Pradesh,2028-03,2028-03,2017-11,2025-12,33.0
2025-07,470,705373,Andhra Pradesh,2018-04,2024-11,2025-12,2018-12,91.0
2025-07,593,705375,Andhra Pradesh,2023-08,2029-03,2024-11,2027-03,92.0
2025-07,594,705385,Andhra Pradesh,2024-11,2027-03,2014-08,2025-02,48.0
2025-07,46,705392,Arunachal Pradesh,2020-04,2024-03,2026-03,2023-08,47.0
2025-07,471,705400,Andhra Pradesh,2018-12,2026-03,2026-03,2025-05,96.0
2025-07,44,705401,Arunachal Pradesh,2022-06,2026-03,2026-03,2023-01,45.0
2025-07,613,705410,Himachal Pradesh,2012-07,2027-03,2027-12,2018-05,74.0
2025-07,625,705419,Madhya Pradesh,2017-02,2025-06,2026-06,2024-12,60.0
2025-07,611,705424,Himachal Pradesh,2017-09,2027-08,2029-12,2019-09,27.72
2025-07,614,705428,Himachal Pradesh,2018-05,2023-03,2024-03,2012-01,59.0
2025-07,691,705429,Uttar Pradesh,2017-03,2025-03,2026-03,2017-03,3.0
2025-07,47,705432,Meghalaya,2023-08,2027-11,2027-11,2022-03,4.0
2025-07,483,705433,Chhattisgarh,2015-12,2025-03,2025-10,2017-03,82.0
2025-07,532,705434,Jharkhand,2023-02,2027-03,2027-03,2023-11,66.0
2025-07,457,705436,Andhra Pradesh,2016-12,2027-05,2028-03,2025-11,29.0
2025-07,673,705437,Tamil Nadu,2024-02,2028-03,2024-02,2026-12,71.0
2025-07,484,705444,Chhattisgarh,2017-03,2024-06,2025-08,2017-05,72.0
2025-07,472,705450,Assam,2025-05,2029-12,2016-09,2026-03,86.0
2025-07,606,705453,Chhattisgarh,2016-12,2024-12,2026-06,2016-03,67.0
2025-07,607,705454,Chhattisgarh,2016-12,2024-12,2026-06,2016-03,80.0
2025-07,623,705457,Madhya Pradesh,1985-05,2025-12,2027-01,2015-04,87.0
2025-07,522,705458,Gujarat,2023-02,2026-03,2026-03,2022-05,68.0
2025-07,559,705479,Madhya Pradesh,2021-10,2027-10,2027-10,2023-04,67.35
2025-07,541,705480,Madhya Pradesh,2019-10,2024-12,2026-06,2009-05,70.0
2025-07,626,705481,Madhya Pradesh,2025-07,2029-09,2026-01,2028-05,70.0
2025-07,663,705482,Rajasthan,2027-09,2027-09,2023-02,2028-09,39.0
2025-07,533,705490,Jharkhand,2023-11,2028-03,2017-01,2021-03,93.0
2025-07,574,705491,Andhra Pradesh,2025-08,2017-03,2025-12,2025-12,15.0
2025-07,534,705492,Jharkhand,2017-01,2021-03,2026-12,2008-04,83.0
